Version,Gay

word,testType,correctResponse,wordCategory,responseTime,numErrors,errorTime,orderInSet
sciat1,great,Test1,E,Good,0.2128372,1,0.1567192,28,0.05611801
sciat1,wonderful,Test1,E,Good,0.2150316,1,0.1581106,29,0.05692101
sciat1,bisexuality,Test1,E,Gay,0.2018633,1,0.1556015,30,0.04626179
sciat1,delightful,Test1,E,Good,0.2205772,1,0.1776495,31,0.04292774
sciat1,immoral,Test1,I,Bad,0.005124092,0,0,32,0
sciat1,enjoyable,Test1,E,Good,0.170783,0,0,33,0
sciat1,disgusting,Test1,I,Bad,0.03611374,0,0,34,0
sciat1,perverted,Test1,I,Bad,0.2042227,1,0.07648563,35,0.127737
sciat1,great,Test1,E,Good,0.1241179,0,0,36,0
sciat1,amazing,Test1,E,Good,0.1764984,1,0.1012831,37,0.07521534
sciat1,lesbian,Test1,E,Gay,0.2012987,1,0.1026316,38,0.09866714
sciat1,pleasant,Test1,E,Good,0.190259,1,0.09615517,39,0.09410381
sciat1,delightful,Test1,E,Good,0.2093296,1,0.1153898,40,0.09393978
sciat1,great,Test1,E,Good,0.1994123,1,0.1163054,41,0.08310699
sciat1,delightful,Test1,E,Good,0.2052803,1,0.1472063,42,0.058074
sciat1,immoral,Test1,I,Bad,0.05898666,0,0,43,0
sciat1,gay,Test1,E,Gay,0.139617,0,0,44,0
sciat1,queer,Test1,E,Gay,0.2064161,1,0.1118135,45,0.09460258
sciat1,LGBT,Test1,E,Gay,0.1984673,1,0.1200705,46,0.0783968
sciat1,evil,Test1,I,Bad,0.07756996,0,0,47,0
sciat1,lesbianism,Test1,E,Gay,0.1244631,0,0,48,0
sciat1,awful,Test1,I,Bad,0.08097935,0,0,49,0
sciat1,homosexuality,Test1,E,Gay,0.1128883,0,0,50,0
sciat1,perverted,Test1,I,Bad,0.08707333,0,0,51,0
sciat1,beautiful,Test1,E,Good,0.1203442,0,0,52,0
sciat1,gay,Test1,E,Gay,0.201663,1,0.1206751,53,0.08098793
sciat1,lovely,Test1,E,Good,0.1972609,1,0.1193953,54,0.0778656
sciat1,pleasant,Test1,E,Good,0.1944427,1,0.09130955,55,0.1031332
sciat1,shameful,Test1,I,Bad,0.106267,0,0,56,0
sciat1,bisexual,Test1,E,Gay,0.1095781,0,0,57,0
sciat1,lovely,Test1,E,Good,0.1988258,1,0.1133547,58,0.08547115
sciat1,lesbianism,Test1,E,Gay,0.2171259,1,0.1321936,59,0.08493233
sciat1,LGBT,Test1,E,Gay,0.2103243,1,0.1336374,60,0.07668686
sciat1,queer,Test1,E,Gay,0.2193174,1,0.1244011,61,0.09491634
sciat1,bisexual,Test1,E,Gay,0.1978703,1,0.117033,62,0.08083725
sciat1,homosexuality,Test1,E,Gay,0.2042665,1,0.1239471,63,0.0803194
sciat1,amazing,Test1,E,Good,0.1939611,1,0.1164742,64,0.07748699
sciat1,bisexual,Test1,E,Gay,0.2072229,1,0.1059208,65,0.1013021
sciat1,immoral,Test1,I,Bad,0.09872818,0,0,66,0
sciat1,lesbian,Test1,E,Gay,0.1090317,0,0,67,0
sciat1,disgusting,Test1,I,Bad,0.1007366,0,0,68,0

testNumber,word,testType,correctResponse,wordCategory,responseTime,numErrors,errorTime,orderInSet,firstErrorTime
sciat1,gay,Practice2,I,Gay,0.08760643,0,0,0,0
sciat1,shameful,Practice2,I,Bad,0.2160625,1,0.08437157,1,0.131691
sciat1,enjoyable,Practice2,E,Good,0.137886,0,0,2,0
sciat1,lovely,Practice2,E,Good,0.2037773,1,0.1548786,3,0.0488987
sciat1,bisexual,Practice2,I,Gay,0.09110069,0,0,4,0
sciat1,immoral,Practice2,I,Bad,0.1828098,1,0.06730652,5,0.1155033
sciat1,homosexuality,Practice2,I,Gay,0.2178135,1,0.0910244,6,0.1267891
sciat1,beautiful,Practice2,E,Good,0.1223488,0,0,7,0
sciat1,delightful,Practice2,E,Good,0.1934795,1,0.09579086,8,0.09768867
sciat1,bisexuality,Practice2,I,Gay,0.1100693,0,0,9,0
sciat1,LGBT,Practice2,I,Gay,0.1876888,1,0.08646965,10,0.1012192
sciat1,perverted,Practice2,I,Bad,0.2220345,1,0.05557442,11,0.16646
sciat1,evil,Practice2,I,Bad,0.2065678,1,0.02070045,12,0.1858673
sciat1,pleasant,Practice2,E,Good,0.204422,0,0,13,0
sciat1,wonderful,Practice2,E,Good,0.2150288,1,0.2106361,14,0.004392624
sciat1,amazing,Practice2,E,Good,0.2208405,1,0.1643696,15,0.05647087
sciat1,great,Practice2,E,Good,0.2189522,1,0.1365566,16,0.08239555
sciat1,disgusting,Practice2,I,Bad,0.09171486,0,0,17,0
sciat1,queer,Practice2,I,Gay,0.1978741,1,0.07785988,18,0.1200142
sciat1,awful,Practice2,I,Bad,0.2193661,1,0.1011925,19,0.1181736
sciat1,lesbian,Practice2,I,Gay,0.1885471,1,0.07718849,20,0.1113586
sciat1,gross,Practice2,I,Bad,0.201107,1,0.06680107,21,0.134306
sciat1,lesbianism,Practice2,I,Gay,0.2074165,1,0.06764412,22,0.1397724

testNumber,word,testType,correctResponse,wordCategory,responseTime,numErrors,errorTime,orderInSet,firstErrorTime
sciat1,lesbianism,Test2,I,Gay,0.2205677,1,0.07905769,0,0.14151
sciat1,evil,Test2,I,Bad,0.198513,1,0.07790375,1,0.1206093
sciat1,queer,Test2,I,Gay,0.2097015,1,0.0839386,2,0.1257629
sciat1,perverted,Test2,I,Bad,0.1920319,1,0.08108521,3,0.1109467
sciat1,gross,Test2,I,Bad,0.2397461,1,0.1024284,4,0.1373177
sciat1,shameful,Test2,I,Bad,0.1880531,1,0.07390785,5,0.1141453
sciat1,homosexuality,Test2,I,Gay,0.2073975,1,0.09441948,6,0.112978
sciat1,wonderful,Test2,E,Good,0.1135464,0,0,7,0
sciat1,evil,Test2,I,Bad,0.07702827,0,0,8,0
sciat1,evil,Test2,I,Bad,0.2020073,1,0.09093475,9,0.1110725
sciat1,awful,Test2,I,Bad,0.208643,1,0.09494591,10,0.1136971
sciat1,great,Test2,E,Good,0.1273422,0,0,11,0
sciat1,shameful,Test2,I,Bad,0.07113457,0,0,12,0
sciat1,bisexuality,Test2,I,Gay,0.2017689,1,0.0673008,13,0.1344681
sciat1,gay,Test2,I,Gay,0.1998463,1,0.06301308,14,0.1368332
sciat1,enjoyable,Test2,E,Good,0.1448727,0,0,15,0
sciat1,disgusting,Test2,I,Bad,0.07017517,0,0,16,0
sciat1,lesbianism,Test2,I,Gay,0.2029228,1,0.06953239,17,0.1333904
sciat1,awful,Test2,I,Bad,0.2203407,1,0.08955574,18,0.130785
sciat1,amazing,Test2,E,Good,0.1220798,0,0,19,0
sciat1,lesbian,Test2,I,Gay,0.07010841,0,0,20,0
sciat1,delightful,Test2,E,Good,0.1374073,0,0,21,0
sciat1,great,Test2,E,Good,0.1912823,1,0.121315,22,0.06996727
sciat1,homosexuality,Test2,I,Gay,0.07208443,0,0,23,0
sciat1,immoral,Test2,I,Bad,0.1910572,1,0.07172394,24,0.1193333
sciat1,perverted,Test2,I,Bad,0.2148075,1,0.09871483,25,0.1160927
sciat1,delightful,Test2,E,Good,0.1047421,0,0,26,0
sciat1,gay,Test2,I,Gay,0.09363365,0,0,27,0
sciat1,pleasant,Test2,E,Good,0.1124802,0,0,28,0
sciat1,great,Test2,E,Good,0.2104549,1,0.1185551,29,0.09189987
sciat1,queer,Test2,I,Gay,0.09749985,0,0,30,0
sciat1,lesbian,Test2,I,Gay,0.2018642,1,0.07415199,31,0.1277122
sciat1,beautiful,Test2,E,Good,0.1574974,0,0,32,0
sciat1,immoral,Test2,I,Bad,0.06705856,0,0,33,0
sciat1,enjoyable,Test2,E,Good,0.1512108,0,0,34,0
sciat1,wonderful,Test2,E,Good,0.206358,1,0.136158,35,0.07019997
sciat1,lesbian,Test2,I,Gay,0.09747124,0,0,36,0
sciat1,bisexuality,Test2,I,Gay,0.2261581,1,0.1127243,37,0.1134338
sciat1,bisexual,Test2,I,Gay,0.1992912,1,0.1113605,38,0.08793068
sciat1,lovely,Test2,E,Good,0.09806442,0,0,39,0
sciat1,LGBT,Test2,I,Gay,0.100811,0,0,40,0
sciat1,pleasant,Test2,E,Good,0.09770584,0,0,41,0
sciat1,queer,Test2,I,Gay,0.1058483,0,0,42,0
sciat1,awful,Test2,I,Bad,0.2521992,1,0.1290627,43,0.1231365
sciat1,disgusting,Test2,I,Bad,0.2024422,1,0.1027451,44,0.09969711
sciat1,bisexual,Test2,I,Gay,0.2001705,1,0.08039284,45,0.1197777
sciat1,bisexuality,Test2,I,Gay,0.2059727,1,0.09203911,46,0.1139336
sciat1,gay,Test2,I,Gay,0.2278137,1,0.1062908,47,0.1215229
sciat1,beautiful,Test2,E,Good,0.0941906,0,0,48,0
sciat1,gross,Test2,I,Bad,0.1122665,0,0,49,0
sciat1,lesbianism,Test2,I,Gay,0.2180977,1,0.1234932,50,0.09460449
sciat1,enjoyable,Test2,E,Good,0.1140823,0,0,51,0
sciat1,wonderful,Test2,E,Good,0.2216492,1,0.105648,52,0.1160011
sciat1,LGBT,Test2,I,Gay,0.1021004,0,0,53,0
sciat1,lovely,Test2,E,Good,0.1234837,0,0,54,0
sciat1,bisexual,Test2,I,Gay,0.08716393,0,0,55,0
sciat1,LGBT,Test2,I,Gay,0.4589252,2,0.1039314,56,0.1264
sciat1,immoral,Test2,I,Bad,0.2078571,1,0.06293297,57,0.1449242
sciat1,amazing,Test2,E,Good,0.1428375,0,0,58,0
sciat1,disgusting,Test2,I,Bad,0.04618645,0,0,59,0
sciat1,shameful,Test2,I,Bad,0.2113132,1,0.04623413,60,0.1650791
sciat1,gross,Test2,I,Bad,0.2248955,1,0.08065224,61,0.1442432
sciat1,amazing,Test2,E,Good,0.1255322,0,0,62,0
sciat1,perverted,Test2,I,Bad,0.1025982,0,0,63,0
sciat1,delightful,Test2,E,Good,0.1020088,0,0,64,0
sciat1,homosexuality,Test2,I,Gay,0.1018829,0,0,65,0
sciat1,lovely,Test2,E,Good,0.1123409,0,0,66,0
sciat1,beautiful,Test2,E,Good,0.2015724,1,0.1035271,67,0.09804535
sciat1,pleasant,Test2,E,Good,0.2300892,1,0.1089439,68,0.1211452


Version,Straight,2

testNumber,word,testType,correctResponse,wordCategory,responseTime,numErrors,errorTime,orderInSet,firstErrorTime
sciat1,homosexuality,Practice1,E,Gay,0.102881,0,0,0,0
sciat1,perverted,Practice1,I,Bad,0.07824779,0,0,1,0
sciat1,shameful,Practice1,I,Bad,0.1487906,1,0.06660604,2,0.08218455
sciat1,queer,Practice1,E,Gay,0.09054112,0,0,3,0
sciat1,amazing,Practice1,E,Good,0.1511216,1,0.07640457,4,0.07471704
sciat1,evil,Practice1,I,Bad,0.07510257,0,0,5,0
sciat1,gross,Practice1,I,Bad,0.1522167,1,0.06440759,6,0.08780909
sciat1,lesbianism,Practice1,E,Gay,0.1041665,0,0,7,0
sciat1,lovely,Practice1,E,Good,0.1797934,1,0.1282868,8,0.05150652
sciat1,lesbian,Practice1,E,Gay,0.163429,1,0.121558,9,0.04187107
sciat1,gay,Practice1,E,Gay,0.1601305,1,0.1100194,10,0.05011106
sciat1,bisexuality,Practice1,E,Gay,0.1764424,1,0.1227262,11,0.05371618
sciat1,immoral,Practice1,I,Bad,0.04144263,0,0,12,0
sciat1,disgusting,Practice1,I,Bad,0.1616344,1,0.03936934,13,0.1222651
sciat1,bisexual,Practice1,E,Gay,0.1329489,0,0,14,0
sciat1,enjoyable,Practice1,E,Good,0.1578069,1,0.1302919,15,0.02751493
sciat1,great,Practice1,E,Good,0.1592073,1,0.1092181,16,0.04998922
sciat1,pleasant,Practice1,E,Good,0.1903095,1,0.1261888,17,0.06412077
sciat1,awful,Practice1,I,Bad,0.02820015,0,0,18,0
sciat1,wonderful,Practice1,E,Good,0.1298704,0,0,19,0
sciat1,LGBT,Practice1,E,Gay,0.1458764,1,0.1001382,20,0.04573822
sciat1,beautiful,Practice1,E,Good,0.1491094,1,0.06922436,21,0.07988501
sciat1,delightful,Practice1,E,Good,0.2021766,1,0.1006231,22,0.1015534

testNumber,word,testType,correctResponse,wordCategory,responseTime,numErrors,errorTime,orderInSet,firstErrorTime
sciat1,lovely,Test1,E,Good,0.1836257,1,0.1031289,0,0.08049679
sciat1,gay,Test1,E,Gay,0.1710439,1,0.1054788,1,0.06556511
sciat1,immoral,Test1,I,Bad,0.06754398,0,0,2,0
sciat1,pleasant,Test1,E,Good,0.1038151,0,0,3,0
sciat1,LGBT,Test1,E,Gay,0.1807795,1,0.1127567,4,0.06802273
sciat1,delightful,Test1,E,Good,0.1487832,1,0.09235191,5,0.05643129
sciat1,gay,Test1,E,Gay,0.1944637,1,0.09808779,6,0.09637594
sciat1,homosexuality,Test1,E,Gay,0.1745672,1,0.1017041,7,0.0728631
sciat1,amazing,Test1,E,Good,0.1893578,1,0.1076274,8,0.08173037
sciat1,lovely,Test1,E,Good,0.2183084,1,0.1519909,9,0.06631756
sciat1,queer,Test1,E,Gay,0.2156386,2,0.02920294,10,0.0107646
sciat1,lesbianism,Test1,E,Gay,0.217103,1,0.06761169,11,0.1494913
sciat1,perverted,Test1,I,Bad,0.1239901,0,0,12,0
sciat1,gross,Test1,I,Bad,0.1963434,1,0.08257723,13,0.1137662
sciat1,great,Test1,E,Good,0.1648197,0,0,14,0
sciat1,pleasant,Test1,E,Good,0.2105803,2,0.005039215,15,0.0174942
sciat1,gross,Test1,I,Bad,0.1756968,0,0,16,0
sciat1,lovely,Test1,E,Good,0.01871109,0,0,17,0
sciat1,beautiful,Test1,E,Good,0.1962175,1,0.04876518,18,0.1474524
sciat1,LGBT,Test1,E,Gay,0.2133265,1,0.08173752,19,0.1315889
sciat1,enjoyable,Test1,E,Good,0.1870441,1,0.09495735,20,0.09208679
sciat1,lesbianism,Test1,E,Gay,0.1817141,1,0.1041002,21,0.07761383
sciat1,pleasant,Test1,E,Good,0.183033,1,0.1159229,22,0.06711006
sciat1,disgusting,Test1,I,Bad,0.06399727,0,0,23,0
sciat1,delightful,Test1,E,Good,0.1224203,0,0,24,0
sciat1,wonderful,Test1,E,Good,0.1858511,1,0.1234961,25,0.06235504
sciat1,bisexuality,Test1,E,Gay,0.1675596,1,0.1105938,26,0.05696583
sciat1,lesbianism,Test1,E,Gay,0.1656666,1,0.1054678,27,0.06019878
sciat1,great,Test1,E,Good,0.1930418,1,0.09911633,28,0.09392548
sciat1,queer,Test1,E,Gay,0.1893473,1,0.1154127,29,0.07393456
sciat1,lesbian,Test1,E,Gay,0.1787472,1,0.1180487,30,0.06069851
sciat1,bisexual,Test1,E,Gay,0.174511,1,0.1254568,31,0.04905415
sciat1,homosexuality,Test1,E,Gay,0.1748228,1,0.09782887,32,0.07699394
sciat1,immoral,Test1,I,Bad,0.0671854,0,0,33,0
sciat1,bisexuality,Test1,E,Gay,0.1164827,0,0,34,0
sciat1,amazing,Test1,E,Good,0.2086382,1,0.1409521,35,0.06768608
sciat1,evil,Test1,I,Bad,0.02438736,0,0,36,0
sciat1,immoral,Test1,I,Bad,0.1877146,1,0.0177412,37,0.1699734
sciat1,perverted,Test1,I,Bad,0.1790352,1,0.004303932,38,0.1747313
sciat1,gross,Test1,I,Bad,0.1817045,0,0,39,0
sciat1,homosexuality,Test1,E,Gay,0.02435875,0,0,40,0
sciat1,bisexuality,Test1,E,Gay,0.2174835,1,0.06641674,41,0.1510668
sciat1,bisexual,Test1,E,Gay,0.198966,1,0.09820175,42,0.1007643
sciat1,amazing,Test1,E,Good,0.1831884,1,0.1333513,43,0.04983711
sciat1,wonderful,Test1,E,Good,0.1945152,1,0.1690397,44,0.0254755
sciat1,lesbian,Test1,E,Gay,0.4229879,3,0.05300713,45,0.022048
sciat1,great,Test1,E,Good,0.203845,1,0.07283878,46,0.1310062
sciat1,awful,Test1,I,Bad,0.0953474,0,0,47,0
sciat1,enjoyable,Test1,E,Good,0.1098576,0,0,48,0
sciat1,disgusting,Test1,I,Bad,0.06033516,0,0,49,0
sciat1,shameful,Test1,I,Bad,0.1845369,1,0.04185772,50,0.1426792
sciat1,evil,Test1,I,Bad,0.1950302,1,0.03852367,51,0.1565065
sciat1,perverted,Test1,I,Bad,0.1989183,1,0.03885269,52,0.1600657
sciat1,delightful,Test1,E,Good,0.1417351,0,0,53,0
sciat1,enjoyable,Test1,E,Good,0.2030392,1,0.1435862,54,0.05945301
sciat1,bisexual,Test1,E,Gay,0.1908607,1,0.1370602,55,0.05380058
sciat1,shameful,Test1,I,Bad,0.04951191,0,0,56,0
sciat1,gay,Test1,E,Gay,0.141428,0,0,57,0
sciat1,lesbian,Test1,E,Gay,0.1923075,1,0.1543274,58,0.03798008
sciat1,awful,Test1,I,Bad,0.04184628,0,0,59,0
sciat1,LGBT,Test1,E,Gay,0.156496,0,0,60,0
sciat1,evil,Test1,I,Bad,0.02795982,0,0,61,0
sciat1,queer,Test1,E,Gay,0.1828671,0,0,62,0
sciat1,beautiful,Test1,E,Good,0.1993599,2,0.02748394,63,0.004127502
sciat1,beautiful,Test1,E,Good,0.2115355,1,0.07106781,64,0.1404676
sciat1,disgusting,Test1,I,Bad,0.1227064,0,0,65,0
sciat1,shameful,Test1,I,Bad,0.1833038,1,0.1110792,66,0.07222462
sciat1,wonderful,Test1,E,Good,0.08812904,0,0,67,0
sciat1,awful,Test1,I,Bad,0.1093616,0,0,68,0

testNumber,word,testType,correctResponse,wordCategory,responseTime,numErrors,errorTime,orderInSet,firstErrorTime
sciat1,awful,Practice2,I,Bad,0.07733154,0,0,0,0
sciat1,bisexuality,Practice2,I,Gay,0.1913738,1,0.06380844,1,0.1275654
sciat1,evil,Practice2,I,Bad,0.1792698,1,0.02121162,2,0.1580582
sciat1,delightful,Practice2,E,Good,0.2663326,1,0.08533478,3,0.1809978
sciat1,shameful,Practice2,I,Bad,0.1099243,0,0,4,0
sciat1,amazing,Practice2,E,Good,0.0562458,0,0,5,0
sciat1,LGBT,Practice2,I,Gay,0.1258354,0,0,6,0
sciat1,perverted,Practice2,I,Bad,0.2315254,1,0.1517277,7,0.07979774
sciat1,bisexual,Practice2,I,Gay,0.2028198,1,0.1572552,8,0.04556465
sciat1,lesbian,Practice2,I,Gay,0.1823406,1,0.111166,9,0.07117462
sciat1,immoral,Practice2,I,Bad,0.1919956,1,0.08512497,10,0.1068707
sciat1,beautiful,Practice2,E,Good,0.1338539,0,0,11,0
sciat1,lesbianism,Practice2,I,Gay,0.09047508,0,0,12,0
sciat1,wonderful,Practice2,E,Good,0.1468353,0,0,13,0
sciat1,disgusting,Practice2,I,Bad,0.07226563,0,0,14,0
sciat1,great,Practice2,E,Good,0.1477146,0,0,15,0
sciat1,gay,Practice2,I,Gay,0.04263306,0,0,16,0
sciat1,gross,Practice2,I,Bad,0.2060318,1,0.02495956,17,0.1810722
sciat1,enjoyable,Practice2,E,Good,0.1680813,0,0,18,0
sciat1,homosexuality,Practice2,I,Gay,0.02449799,0,0,19,0
sciat1,lovely,Practice2,E,Good,0.1761017,0,0,20,0
sciat1,queer,Practice2,I,Gay,0.02544022,0,0,21,0
sciat1,pleasant,Practice2,E,Good,0.1872196,0,0,22,0

testNumber,word,testType,correctResponse,wordCategory,responseTime,numErrors,errorTime,orderInSet,firstErrorTime
sciat1,beautiful,Test2,E,Good,0.2081223,1,0.1938362,0,0.01428604
sciat1,immoral,Test2,I,Bad,0.005210876,0,0,1,0
sciat1,gross,Test2,I,Bad,0.1771259,0,0,2,0
sciat1,disgusting,Test2,I,Bad,0.1922932,1,0.1226387,3,0.06965446
sciat1,great,Test2,E,Good,0.1006794,0,0,4,0
sciat1,lovely,Test2,E,Good,0.2257938,1,0.141922,5,0.08387184
sciat1,bisexual,Test2,I,Gay,0.04512787,0,0,6,0
sciat1,queer,Test2,I,Gay,0.2192554,1,0.05636024,7,0.1628952
sciat1,awful,Test2,I,Bad,0.2353458,1,0.06789398,8,0.1674519
sciat1,lesbianism,Test2,I,Gay,0.2097874,1,0.08417702,9,0.1256104
sciat1,lovely,Test2,E,Good,0.1589756,0,0,10,0
sciat1,beautiful,Test2,E,Good,0.2222176,1,0.1717129,11,0.05050468
sciat1,queer,Test2,I,Gay,0.04951668,0,0,12,0
sciat1,immoral,Test2,I,Bad,0.2196751,1,0.05804062,13,0.1616344
sciat1,homosexuality,Test2,I,Gay,0.2062931,1,0.06501389,14,0.1412792
sciat1,bisexual,Test2,I,Gay,0.2079086,1,0.06615829,15,0.1417503
sciat1,amazing,Test2,E,Good,0.1497288,0,0,16,0
sciat1,delightful,Test2,E,Good,0.1976223,1,0.1455784,17,0.05204391
sciat1,lovely,Test2,E,Good,0.2256832,1,0.15802,18,0.06766319
sciat1,gay,Test2,I,Gay,0.05695534,0,0,19,0
sciat1,beautiful,Test2,E,Good,0.1519737,0,0,20,0
sciat1,homosexuality,Test2,I,Gay,0.05710411,0,0,21,0
sciat1,lesbian,Test2,I,Gay,0.2092915,1,0.05681801,22,0.1524734
sciat1,lesbianism,Test2,I,Gay,0.1987591,1,0.04802895,23,0.1507301
sciat1,lesbian,Test2,I,Gay,0.1903095,1,0.03092575,24,0.1593838
sciat1,shameful,Test2,I,Bad,0.1995392,1,0.02079391,25,0.1787453
sciat1,enjoyable,Test2,E,Good,0.218317,1,0.02438354,26,0.1939335
sciat1,wonderful,Test2,E,Good,0.2284927,1,0.07215881,27,0.1563339
sciat1,perverted,Test2,I,Bad,0.1151714,0,0,28,0
sciat1,queer,Test2,I,Gay,0.1815701,1,0.09345818,29,0.08811188
sciat1,bisexuality,Test2,I,Gay,0.1852818,1,0.0918045,30,0.09347725
sciat1,evil,Test2,I,Bad,0.1847324,1,0.06465149,31,0.1200809
sciat1,evil,Test2,I,Bad,0.1924629,1,0.0675354,32,0.1249275
sciat1,LGBT,Test2,I,Gay,0.2024117,1,0.07844734,33,0.1239643
sciat1,immoral,Test2,I,Bad,0.1980915,1,0.05645943,34,0.1416321
sciat1,disgusting,Test2,I,Bad,0.2221928,1,0.08055115,35,0.1416416
sciat1,great,Test2,E,Good,0.1690006,0,0,36,0
sciat1,gross,Test2,I,Bad,0.06830597,0,0,37,0
sciat1,pleasant,Test2,E,Good,0.1436081,0,0,38,0
sciat1,gay,Test2,I,Gay,0.04183197,0,0,39,0
sciat1,shameful,Test2,I,Bad,0.2253971,1,0.07646179,40,0.1489353
sciat1,enjoyable,Test2,E,Good,0.1194363,0,0,41,0
sciat1,lesbianism,Test2,I,Gay,0.08597755,0,0,42,0
sciat1,shameful,Test2,I,Bad,0.1935959,1,0.07544327,43,0.1181526
sciat1,bisexuality,Test2,I,Gay,0.2082157,1,0.0710144,44,0.1372013
sciat1,bisexuality,Test2,I,Gay,0.1948566,1,0.07408714,45,0.1207695
sciat1,awful,Test2,I,Bad,0.2099342,1,0.0575943,46,0.1523399
sciat1,delightful,Test2,E,Good,0.1919765,0,0,47,0
sciat1,awful,Test2,I,Bad,0.03525543,0,0,48,0
sciat1,wonderful,Test2,E,Good,0.194519,0,0,49,0
sciat1,bisexual,Test2,I,Gay,0.01451492,0,0,50,0
sciat1,wonderful,Test2,E,Good,0.1894798,0,0,51,0
sciat1,pleasant,Test2,E,Good,0.2118473,1,0.1660061,52,0.04584122
sciat1,amazing,Test2,E,Good,0.2072506,1,0.159729,53,0.04752159
sciat1,LGBT,Test2,I,Gay,0.02819061,0,0,54,0
sciat1,amazing,Test2,E,Good,0.1718941,0,0,55,0
sciat1,perverted,Test2,I,Bad,0.07678986,0,0,56,0
sciat1,evil,Test2,I,Bad,0.2006168,1,0.05239677,57,0.1482201
sciat1,homosexuality,Test2,I,Gay,0.2193317,1,0.06037331,58,0.1589584
sciat1,gay,Test2,I,Gay,0.2035713,1,0.04248428,59,0.161087
sciat1,delightful,Test2,E,Good,0.1601906,0,0,60,0
sciat1,pleasant,Test2,E,Good,0.2009602,1,0.1549606,61,0.04599953
sciat1,perverted,Test2,I,Bad,0.04608917,0,0,62,0
sciat1,great,Test2,E,Good,0.1431332,0,0,63,0
sciat1,gross,Test2,I,Bad,0.05933762,0,0,64,0
sciat1,enjoyable,Test2,E,Good,0.1432514,0,0,65,0
sciat1,lesbian,Test2,I,Gay,0.05613327,0,0,66,0
sciat1,LGBT,Test2,I,Gay,0.2121124,1,0.07795525,67,0.1341572
sciat1,disgusting,Test2,I,Bad,0.2257347,1,0.1041927,68,0.121542


